Date,Location,Crime_Type,Reported_Incidents
2018-06-27,Zone C,Assault,6
2018-06-28,Zone C,Theft,8
2018-06-29,Zone C,Assault,4
2018-06-30,Zone C,Theft,7
2018-07-01,Zone C,Theft,5
2018-07-02,Zone C,Vandalism,5
2018-07-03,Zone C,Assault,5
2018-07-04,Zone C,Assault,4
2018-07-05,Zone C,Burglary,2
2018-07-06,Zone C,Vandalism,5
2018-07-07,Zone C,Burglary,7
2018-07-08,Zone C,Vandalism,4
2018-07-09,Zone C,Assault,6
2018-07-10,Zone C,Theft,4
2018-07-11,Zone C,Theft,3
2018-07-12,Zone C,Theft,2
2018-07-13,Zone C,Theft,3
2018-07-14,Zone C,Theft,5
2018-07-15,Zone C,Burglary,11
2018-07-16,Zone C,Vandalism,4
2018-07-17,Zone C,Assault,6
2018-07-18,Zone C,Burglary,8
2018-07-19,Zone C,Vandalism,8
2018-07-20,Zone C,Theft,4
2018-07-21,Zone C,Vandalism,12
2018-07-22,Zone C,Vandalism,7
2018-07-23,Zone C,Theft,1
2018-07-24,Zone C,Theft,1
2018-07-25,Zone C,Theft,7
2018-07-26,Zone C,Assault,3
2018-07-27,Zone C,Theft,4
2018-07-28,Zone C,Assault,2
2018-07-29,Zone C,Theft,3
2018-07-30,Zone C,Assault,8
2018-07-31,Zone C,Vandalism,4
2018-08-01,Zone C,Burglary,10
2018-08-02,Zone C,Vandalism,4
2018-08-03,Zone C,Vandalism,3
2018-08-04,Zone C,Theft,3
2018-08-05,Zone C,Assault,3
2018-08-06,Zone C,Burglary,5
2018-08-07,Zone C,Theft,5
2018-08-08,Zone C,Theft,8
2018-08-09,Zone C,Theft,7
2018-08-10,Zone C,Vandalism,5
2018-08-11,Zone C,Assault,1
2018-08-12,Zone C,Assault,4
2018-08-13,Zone C,Burglary,6
2018-08-14,Zone C,Assault,4
2018-08-15,Zone C,Assault,4
2018-08-16,Zone C,Theft,3
2018-08-17,Zone C,Theft,3
2018-08-18,Zone C,Vandalism,3
2018-08-19,Zone C,Theft,7
2018-08-20,Zone C,Theft,8
2018-08-21,Zone C,Theft,6
2018-08-22,Zone C,Theft,6
2018-08-23,Zone C,Vandalism,2
2018-08-24,Zone C,Theft,9
2018-08-25,Zone C,Burglary,7
2018-08-26,Zone C,Burglary,5
2018-08-27,Zone C,Burglary,6
2018-08-28,Zone C,Burglary,4
2018-08-29,Zone C,Theft,6
2018-08-30,Zone C,Burglary,5
2018-08-31,Zone C,Theft,5
2018-09-01,Zone C,Vandalism,4
2018-09-02,Zone C,Burglary,2
2018-09-03,Zone C,Assault,5
2018-09-04,Zone C,Burglary,6
2018-09-05,Zone C,Burglary,4
2018-09-06,Zone C,Theft,6
2018-09-07,Zone C,Burglary,3
2018-09-08,Zone C,Assault,8
2018-09-09,Zone C,Theft,3
2018-09-10,Zone C,Theft,5
2018-09-11,Zone C,Vandalism,1
2018-09-12,Zone C,Vandalism,9
2018-09-13,Zone C,Burglary,3
2018-09-14,Zone C,Vandalism,2
2018-09-15,Zone C,Vandalism,10
2018-09-16,Zone C,Vandalism,4
2018-09-17,Zone C,Theft,6
2018-09-18,Zone C,Theft,11
2018-09-19,Zone C,Theft,6
2018-09-20,Zone C,Vandalism,3
2018-09-21,Zone C,Theft,4
2018-09-22,Zone C,Vandalism,7
2018-09-23,Zone C,Theft,4
2018-09-24,Zone C,Theft,7
2018-09-25,Zone C,Assault,5
2018-09-26,Zone C,Burglary,7
2018-09-27,Zone C,Vandalism,7
2018-09-28,Zone C,Assault,1
2018-09-29,Zone C,Theft,4
2018-09-30,Zone C,Vandalism,10
2018-10-01,Zone C,Theft,6
2018-10-02,Zone C,Burglary,10
2018-10-03,Zone C,Assault,6
2018-10-04,Zone C,Burglary,4
2018-10-05,Zone C,Assault,6
2018-10-06,Zone C,Theft,2
2018-10-07,Zone C,Burglary,5
2018-10-08,Zone C,Burglary,5
2018-10-09,Zone C,Theft,3
2018-10-10,Zone C,Burglary,6
2018-10-11,Zone C,Vandalism,1
2018-10-12,Zone C,Assault,3
2018-10-13,Zone C,Assault,4
2018-10-14,Zone C,Assault,5
2018-10-15,Zone C,Vandalism,3
2018-10-16,Zone C,Assault,1
2018-10-17,Zone C,Theft,4
2018-10-18,Zone C,Burglary,4
2018-10-19,Zone C,Vandalism,8
2018-10-20,Zone C,Assault,6
2018-10-21,Zone C,Theft,1
2018-10-22,Zone C,Burglary,6
2018-10-23,Zone C,Burglary,4
2018-10-24,Zone C,Vandalism,3
2018-10-25,Zone C,Vandalism,2
2018-10-26,Zone C,Vandalism,5
2018-10-27,Zone C,Theft,5
2018-10-28,Zone C,Theft,6
2018-10-29,Zone C,Vandalism,2
2018-10-30,Zone C,Assault,3
2018-10-31,Zone C,Burglary,0
2018-11-01,Zone C,Burglary,6
2018-11-02,Zone C,Theft,7
2018-11-03,Zone C,Burglary,3
2018-11-04,Zone C,Assault,7
2018-11-05,Zone C,Burglary,7
2018-11-06,Zone C,Theft,5
2018-11-07,Zone C,Theft,5
2018-11-08,Zone C,Assault,4
2018-11-09,Zone C,Assault,5
2018-11-10,Zone C,Burglary,2
2018-11-11,Zone C,Burglary,4
2018-11-12,Zone C,Theft,6
2018-11-13,Zone C,Assault,5
2018-11-14,Zone C,Assault,4
2018-11-15,Zone C,Assault,6
2018-11-16,Zone C,Burglary,4
2018-11-17,Zone C,Assault,4
2018-11-18,Zone C,Theft,6
2018-11-19,Zone C,Theft,4
2018-11-20,Zone C,Burglary,7
2018-11-21,Zone C,Vandalism,7
2018-11-22,Zone C,Burglary,6
2018-11-23,Zone C,Vandalism,4
2018-11-24,Zone C,Assault,5
2018-11-25,Zone C,Burglary,5
2018-11-26,Zone C,Theft,5
2018-11-27,Zone C,Assault,6
2018-11-28,Zone C,Theft,6
2018-11-29,Zone C,Assault,8
2018-11-30,Zone C,Burglary,4
2018-12-01,Zone C,Vandalism,9
2018-12-02,Zone C,Assault,11
2018-12-03,Zone C,Vandalism,5
2018-12-04,Zone C,Assault,5
2018-12-05,Zone C,Theft,5
2018-12-06,Zone C,Theft,2
2018-12-07,Zone C,Assault,4
2018-12-08,Zone C,Vandalism,6
2018-12-09,Zone C,Burglary,3
2018-12-10,Zone C,Burglary,6
2018-12-11,Zone C,Theft,6
2018-12-12,Zone C,Burglary,2
2018-12-13,Zone C,Theft,2
2018-12-14,Zone C,Burglary,7
2018-12-15,Zone C,Assault,7
2018-12-16,Zone C,Theft,5
2018-12-17,Zone C,Theft,4
2018-12-18,Zone C,Assault,3
2018-12-19,Zone C,Theft,5
2018-12-20,Zone C,Burglary,2
2018-12-21,Zone C,Burglary,5
2018-12-22,Zone C,Theft,6
2018-12-23,Zone C,Burglary,7
2018-12-24,Zone C,Vandalism,6
2018-12-25,Zone C,Theft,4
2018-12-26,Zone C,Assault,3
2018-12-27,Zone C,Vandalism,4
2018-12-28,Zone C,Theft,4
2018-12-29,Zone C,Assault,12
2018-12-30,Zone C,Burglary,6
2018-12-31,Zone C,Assault,4
2019-01-01,Zone C,Vandalism,4
2019-01-02,Zone C,Burglary,13
2019-01-03,Zone C,Theft,6
2019-01-04,Zone C,Burglary,4
2019-01-05,Zone C,Theft,5
2019-01-06,Zone C,Theft,3
2019-01-07,Zone C,Assault,4
2019-01-08,Zone C,Assault,6
2019-01-09,Zone C,Assault,5
2019-01-10,Zone C,Vandalism,6
2019-01-11,Zone C,Vandalism,5
2019-01-12,Zone C,Assault,7
2019-01-13,Zone C,Vandalism,5
2019-01-14,Zone C,Burglary,7
2019-01-15,Zone C,Burglary,5
2019-01-16,Zone C,Vandalism,4
2019-01-17,Zone C,Vandalism,7
2019-01-18,Zone C,Burglary,4
2019-01-19,Zone C,Theft,4
2019-01-20,Zone C,Burglary,5
2019-01-21,Zone C,Burglary,1
2019-01-22,Zone C,Vandalism,7
2019-01-23,Zone C,Burglary,1
2019-01-24,Zone C,Vandalism,5
2019-01-25,Zone C,Vandalism,5
2019-01-26,Zone C,Assault,4
2019-01-27,Zone C,Burglary,4
2019-01-28,Zone C,Theft,5
2019-01-29,Zone C,Assault,7
2019-01-30,Zone C,Vandalism,1
2019-01-31,Zone C,Vandalism,8
2019-02-01,Zone C,Theft,3
2019-02-02,Zone C,Vandalism,4
2019-02-03,Zone C,Burglary,4
2019-02-04,Zone C,Assault,6
2019-02-05,Zone C,Vandalism,6
2019-02-06,Zone C,Vandalism,3
2019-02-07,Zone C,Theft,3
2019-02-08,Zone C,Burglary,2
2019-02-09,Zone C,Vandalism,3
2019-02-10,Zone C,Theft,5
2019-02-11,Zone C,Vandalism,6
2019-02-12,Zone C,Theft,6
2019-02-13,Zone C,Theft,6
2019-02-14,Zone C,Burglary,5
2019-02-15,Zone C,Vandalism,5
2019-02-16,Zone C,Burglary,6
2019-02-17,Zone C,Theft,6
2019-02-18,Zone C,Assault,5
2019-02-19,Zone C,Vandalism,6
2019-02-20,Zone C,Assault,6
2019-02-21,Zone C,Vandalism,6
2019-02-22,Zone C,Burglary,4
2019-02-23,Zone C,Burglary,7
2019-02-24,Zone C,Burglary,6
2019-02-25,Zone C,Burglary,3
2019-02-26,Zone C,Burglary,7
2019-02-27,Zone C,Assault,4
2019-02-28,Zone C,Burglary,9
2019-03-01,Zone C,Theft,5
2019-03-02,Zone C,Theft,5
2019-03-03,Zone C,Assault,9
2019-03-04,Zone C,Vandalism,5
2019-03-05,Zone C,Theft,3
2019-03-06,Zone C,Vandalism,5
2019-03-07,Zone C,Assault,3
2019-03-08,Zone C,Vandalism,5
2019-03-09,Zone C,Vandalism,5
2019-03-10,Zone C,Vandalism,3
2019-03-11,Zone C,Vandalism,7
2019-03-12,Zone C,Assault,3
2019-03-13,Zone C,Theft,6
2019-03-14,Zone C,Burglary,8
2019-03-15,Zone C,Vandalism,3
2019-03-16,Zone C,Theft,4
2019-03-17,Zone C,Theft,6
2019-03-18,Zone C,Assault,5
2019-03-19,Zone C,Theft,7
2019-03-20,Zone C,Assault,10
2019-03-21,Zone C,Vandalism,6
2019-03-22,Zone C,Vandalism,8
2019-03-23,Zone C,Burglary,3
2019-03-24,Zone C,Burglary,5
2019-03-25,Zone C,Burglary,2
2019-03-26,Zone C,Theft,6
2019-03-27,Zone C,Vandalism,6
2019-03-28,Zone C,Assault,1
2019-03-29,Zone C,Burglary,5
2019-03-30,Zone C,Assault,2
2019-03-31,Zone C,Assault,4
2019-04-01,Zone C,Burglary,3
2019-04-02,Zone C,Vandalism,7
2019-04-03,Zone C,Burglary,4
2019-04-04,Zone C,Assault,6
2019-04-05,Zone C,Burglary,9
2019-04-06,Zone C,Assault,4
2019-04-07,Zone C,Assault,4
2019-04-08,Zone C,Burglary,4
2019-04-09,Zone C,Theft,4
2019-04-10,Zone C,Burglary,5
2019-04-11,Zone C,Theft,9
2019-04-12,Zone C,Assault,3
2019-04-13,Zone C,Assault,6
2019-04-14,Zone C,Theft,4
2019-04-15,Zone C,Assault,6
2019-04-16,Zone C,Theft,3
2019-04-17,Zone C,Theft,8
2019-04-18,Zone C,Assault,5
2019-04-19,Zone C,Vandalism,7
2019-04-20,Zone C,Theft,4
2019-04-21,Zone C,Burglary,4
2019-04-22,Zone C,Burglary,2
2019-04-23,Zone C,Assault,7
2019-04-24,Zone C,Vandalism,5
2019-04-25,Zone C,Assault,6
2019-04-26,Zone C,Vandalism,8
2019-04-27,Zone C,Theft,7
2019-04-28,Zone C,Theft,4
2019-04-29,Zone C,Theft,4
2019-04-30,Zone C,Theft,3
2019-05-01,Zone C,Burglary,6
2019-05-02,Zone C,Burglary,9
2019-05-03,Zone C,Assault,4
2019-05-04,Zone C,Vandalism,8
2019-05-05,Zone C,Theft,4
2019-05-06,Zone C,Theft,5
2019-05-07,Zone C,Vandalism,1
2019-05-08,Zone C,Vandalism,3
2019-05-09,Zone C,Assault,5
2019-05-10,Zone C,Vandalism,1
2019-05-11,Zone C,Theft,6
2019-05-12,Zone C,Theft,5
2019-05-13,Zone C,Theft,6
2019-05-14,Zone C,Theft,5
2019-05-15,Zone C,Theft,4
2019-05-16,Zone C,Assault,4
2019-05-17,Zone C,Theft,3
2019-05-18,Zone C,Assault,5
2019-05-19,Zone C,Theft,5
2019-05-20,Zone C,Burglary,3
2019-05-21,Zone C,Burglary,5
2019-05-22,Zone C,Burglary,6
2019-05-23,Zone C,Burglary,8
2019-05-24,Zone C,Assault,7
2019-05-25,Zone C,Assault,4
2019-05-26,Zone C,Vandalism,4
2019-05-27,Zone C,Theft,1
2019-05-28,Zone C,Burglary,4
2019-05-29,Zone C,Assault,4
2019-05-30,Zone C,Theft,7
2019-05-31,Zone C,Theft,4
2019-06-01,Zone C,Assault,6
2019-06-02,Zone C,Burglary,4
2019-06-03,Zone C,Vandalism,5
2019-06-04,Zone C,Theft,3
2019-06-05,Zone C,Vandalism,3
2019-06-06,Zone C,Burglary,4
2019-06-07,Zone C,Burglary,8
2019-06-08,Zone C,Vandalism,6
2019-06-09,Zone C,Burglary,5
2019-06-10,Zone C,Theft,7
2019-06-11,Zone C,Vandalism,8
2019-06-12,Zone C,Burglary,4
2019-06-13,Zone C,Vandalism,7
2019-06-14,Zone C,Theft,4
2019-06-15,Zone C,Burglary,6
2019-06-16,Zone C,Theft,4
2019-06-17,Zone C,Burglary,6
2019-06-18,Zone C,Assault,3
2019-06-19,Zone C,Burglary,2
2019-06-20,Zone C,Vandalism,4
2019-06-21,Zone C,Burglary,7
2019-06-22,Zone C,Theft,6
2019-06-23,Zone C,Theft,10
2019-06-24,Zone C,Burglary,5
2019-06-25,Zone C,Vandalism,5
2019-06-26,Zone C,Assault,6
2019-06-27,Zone C,Vandalism,6
2019-06-28,Zone C,Assault,2
2019-06-29,Zone C,Theft,3
2019-06-30,Zone C,Vandalism,5
2019-07-01,Zone C,Assault,4
2019-07-02,Zone C,Burglary,10
2019-07-03,Zone C,Theft,4
2019-07-04,Zone C,Burglary,6
2019-07-05,Zone C,Theft,5
2019-07-06,Zone C,Vandalism,9
2019-07-07,Zone C,Vandalism,5
2019-07-08,Zone C,Theft,10
2019-07-09,Zone C,Theft,8
2019-07-10,Zone C,Theft,6
2019-07-11,Zone C,Vandalism,6
2019-07-12,Zone C,Assault,4
2019-07-13,Zone C,Burglary,5
2019-07-14,Zone C,Burglary,2
2019-07-15,Zone C,Vandalism,3
2019-07-16,Zone C,Burglary,7
2019-07-17,Zone C,Theft,4
2019-07-18,Zone C,Assault,6
2019-07-19,Zone C,Burglary,4
2019-07-20,Zone C,Assault,4
2019-07-21,Zone C,Theft,4
2019-07-22,Zone C,Burglary,7
2019-07-23,Zone C,Vandalism,5
2019-07-24,Zone C,Assault,5
2019-07-25,Zone C,Theft,7
2019-07-26,Zone C,Assault,2
2019-07-27,Zone C,Burglary,6
2019-07-28,Zone C,Burglary,6
2019-07-29,Zone C,Vandalism,5
2019-07-30,Zone C,Theft,5
2019-07-31,Zone C,Theft,4
2019-08-01,Zone C,Vandalism,4
2019-08-02,Zone C,Vandalism,6
2019-08-03,Zone C,Theft,5
2019-08-04,Zone C,Assault,2
2019-08-05,Zone C,Assault,2
2019-08-06,Zone C,Vandalism,3
2019-08-07,Zone C,Assault,4
2019-08-08,Zone C,Theft,5
2019-08-09,Zone C,Burglary,6
2019-08-10,Zone C,Burglary,9
2019-08-11,Zone C,Assault,3
2019-08-12,Zone C,Vandalism,5
2019-08-13,Zone C,Vandalism,3
2019-08-14,Zone C,Vandalism,4
2019-08-15,Zone C,Vandalism,3
2019-08-16,Zone C,Vandalism,9
2019-08-17,Zone C,Assault,6
2019-08-18,Zone C,Burglary,1
2019-08-19,Zone C,Burglary,5
2019-08-20,Zone C,Assault,6
2019-08-21,Zone C,Vandalism,6
2019-08-22,Zone C,Assault,4
2019-08-23,Zone C,Burglary,4
2019-08-24,Zone C,Theft,3
2019-08-25,Zone C,Assault,2
2019-08-26,Zone C,Vandalism,3
2019-08-27,Zone C,Burglary,4
2019-08-28,Zone C,Burglary,5
2019-08-29,Zone C,Burglary,5
2019-08-30,Zone C,Burglary,2
2019-08-31,Zone C,Vandalism,2
2019-09-01,Zone C,Theft,4
2019-09-02,Zone C,Burglary,5
2019-09-03,Zone C,Assault,6
2019-09-04,Zone C,Theft,6
2019-09-05,Zone C,Burglary,6
2019-09-06,Zone C,Theft,4
2019-09-07,Zone C,Assault,9
2019-09-08,Zone C,Burglary,2
2019-09-09,Zone C,Assault,5
2019-09-10,Zone C,Vandalism,8
2019-09-11,Zone C,Burglary,6
2019-09-12,Zone C,Burglary,3
2019-09-13,Zone C,Burglary,5
2019-09-14,Zone C,Burglary,5
2019-09-15,Zone C,Vandalism,6
2019-09-16,Zone C,Burglary,9
2019-09-17,Zone C,Theft,8
2019-09-18,Zone C,Burglary,1
2019-09-19,Zone C,Vandalism,7
2019-09-20,Zone C,Burglary,4
2019-09-21,Zone C,Theft,3
2019-09-22,Zone C,Vandalism,5
2019-09-23,Zone C,Vandalism,5
2019-09-24,Zone C,Theft,4
2019-09-25,Zone C,Theft,6
2019-09-26,Zone C,Theft,9
2019-09-27,Zone C,Theft,8
2019-09-28,Zone C,Theft,3
2019-09-29,Zone C,Vandalism,3
2019-09-30,Zone C,Vandalism,5
2019-10-01,Zone C,Burglary,8
2019-10-02,Zone C,Burglary,6
2019-10-03,Zone C,Assault,6
2019-10-04,Zone C,Burglary,7
2019-10-05,Zone C,Burglary,4
2019-10-06,Zone C,Theft,7
2019-10-07,Zone C,Theft,10
2019-10-08,Zone C,Burglary,3
2019-10-09,Zone C,Assault,7
2019-10-10,Zone C,Theft,3
2019-10-11,Zone C,Burglary,5
2019-10-12,Zone C,Burglary,1
2019-10-13,Zone C,Vandalism,6
2019-10-14,Zone C,Assault,2
2019-10-15,Zone C,Vandalism,3
2019-10-16,Zone C,Assault,2
2019-10-17,Zone C,Theft,5
2019-10-18,Zone C,Assault,3
2019-10-19,Zone C,Burglary,5
2019-10-20,Zone C,Burglary,2
2019-10-21,Zone C,Assault,4
2019-10-22,Zone C,Assault,6
2019-10-23,Zone C,Assault,6
2019-10-24,Zone C,Vandalism,5
2019-10-25,Zone C,Assault,1
2019-10-26,Zone C,Theft,5
2019-10-27,Zone C,Vandalism,7
2019-10-28,Zone C,Vandalism,7
2019-10-29,Zone C,Assault,4
2019-10-30,Zone C,Theft,2
2019-10-31,Zone C,Vandalism,4
2019-11-01,Zone C,Burglary,4
2019-11-02,Zone C,Vandalism,6
2019-11-03,Zone C,Assault,4
2019-11-04,Zone C,Theft,3
2019-11-05,Zone C,Assault,2
2019-11-06,Zone C,Burglary,4
2019-11-07,Zone C,Burglary,8
2019-11-08,Zone C,Burglary,7
2019-11-09,Zone C,Assault,5
2019-11-10,Zone C,Vandalism,10
2019-11-11,Zone C,Assault,8
2019-11-12,Zone C,Theft,6
2019-11-13,Zone C,Vandalism,4
2019-11-14,Zone C,Burglary,8
2019-11-15,Zone C,Assault,2
2019-11-16,Zone C,Burglary,6
2019-11-17,Zone C,Burglary,2
2019-11-18,Zone C,Theft,10
2019-11-19,Zone C,Vandalism,6
2019-11-20,Zone C,Theft,9
2019-11-21,Zone C,Theft,3
2019-11-22,Zone C,Theft,8
2019-11-23,Zone C,Burglary,5
2019-11-24,Zone C,Theft,9
2019-11-25,Zone C,Theft,9
2019-11-26,Zone C,Vandalism,5
2019-11-27,Zone C,Vandalism,5
2019-11-28,Zone C,Theft,4
2019-11-29,Zone C,Vandalism,15
2019-11-30,Zone C,Vandalism,5
2019-12-01,Zone C,Theft,4
2019-12-02,Zone C,Burglary,5
2019-12-03,Zone C,Theft,6
2019-12-04,Zone C,Vandalism,6
2019-12-05,Zone C,Burglary,5
2019-12-06,Zone C,Assault,5
2019-12-07,Zone C,Burglary,5
2019-12-08,Zone C,Vandalism,6
2019-12-09,Zone C,Burglary,3
2019-12-10,Zone C,Theft,6
2019-12-11,Zone C,Assault,3
2019-12-12,Zone C,Assault,5
2019-12-13,Zone C,Assault,2
2019-12-14,Zone C,Vandalism,6
2019-12-15,Zone C,Vandalism,7
2019-12-16,Zone C,Assault,3
2019-12-17,Zone C,Burglary,4
2019-12-18,Zone C,Assault,7
2019-12-19,Zone C,Burglary,5
2019-12-20,Zone C,Burglary,3
2019-12-21,Zone C,Vandalism,5
2019-12-22,Zone C,Burglary,5
2019-12-23,Zone C,Assault,4
2019-12-24,Zone C,Vandalism,2
2019-12-25,Zone C,Theft,7
2019-12-26,Zone C,Theft,6
2019-12-27,Zone C,Vandalism,3
2019-12-28,Zone C,Assault,1
2019-12-29,Zone C,Theft,4
2019-12-30,Zone C,Theft,8
2019-12-31,Zone C,Burglary,11
2020-01-01,Zone C,Burglary,3
2020-01-02,Zone C,Assault,3
2020-01-03,Zone C,Vandalism,7
2020-01-04,Zone C,Assault,7
2020-01-05,Zone C,Vandalism,3
2020-01-06,Zone C,Theft,7
2020-01-07,Zone C,Burglary,2
2020-01-08,Zone C,Assault,6
2020-01-09,Zone C,Assault,6
2020-01-10,Zone C,Vandalism,11
2020-01-11,Zone C,Vandalism,2
2020-01-12,Zone C,Assault,3
2020-01-13,Zone C,Vandalism,6
2020-01-14,Zone C,Assault,5
2020-01-15,Zone C,Assault,2
2020-01-16,Zone C,Assault,4
2020-01-17,Zone C,Theft,5
2020-01-18,Zone C,Vandalism,7
2020-01-19,Zone C,Burglary,1
2020-01-20,Zone C,Burglary,3
2020-01-21,Zone C,Vandalism,6
2020-01-22,Zone C,Assault,1
2020-01-23,Zone C,Burglary,4
2020-01-24,Zone C,Burglary,6
2020-01-25,Zone C,Vandalism,7
2020-01-26,Zone C,Burglary,2
2020-01-27,Zone C,Assault,5
2020-01-28,Zone C,Vandalism,1
2020-01-29,Zone C,Assault,5
2020-01-30,Zone C,Burglary,5
2020-01-31,Zone C,Burglary,4
2020-02-01,Zone C,Assault,3
2020-02-02,Zone C,Theft,2
2020-02-03,Zone C,Burglary,4
2020-02-04,Zone C,Theft,3
2020-02-05,Zone C,Burglary,6
2020-02-06,Zone C,Theft,6
2020-02-07,Zone C,Theft,3
2020-02-08,Zone C,Theft,8
2020-02-09,Zone C,Assault,6
2020-02-10,Zone C,Theft,6
2020-02-11,Zone C,Theft,6
2020-02-12,Zone C,Theft,4
2020-02-13,Zone C,Burglary,5
2020-02-14,Zone C,Theft,4
2020-02-15,Zone C,Burglary,9
2020-02-16,Zone C,Theft,2
2020-02-17,Zone C,Theft,6
2020-02-18,Zone C,Assault,10
2020-02-19,Zone C,Burglary,6
2020-02-20,Zone C,Theft,4
2020-02-21,Zone C,Burglary,7
2020-02-22,Zone C,Burglary,5
2020-02-23,Zone C,Vandalism,5
2020-02-24,Zone C,Assault,4
2020-02-25,Zone C,Assault,4
2020-02-26,Zone C,Assault,6
2020-02-27,Zone C,Vandalism,4
2020-02-28,Zone C,Vandalism,5
2020-02-29,Zone C,Assault,2
2020-03-01,Zone C,Vandalism,10
2020-03-02,Zone C,Vandalism,7
2020-03-03,Zone C,Vandalism,4
2020-03-04,Zone C,Assault,3
2020-03-05,Zone C,Assault,3
2020-03-06,Zone C,Assault,7
2020-03-07,Zone C,Vandalism,6
2020-03-08,Zone C,Assault,3
2020-03-09,Zone C,Vandalism,9
2020-03-10,Zone C,Theft,2
2020-03-11,Zone C,Vandalism,6
2020-03-12,Zone C,Burglary,8
2020-03-13,Zone C,Assault,4
2020-03-14,Zone C,Assault,6
2020-03-15,Zone C,Burglary,4
2020-03-16,Zone C,Vandalism,4
2020-03-17,Zone C,Theft,4
2020-03-18,Zone C,Burglary,1
2020-03-19,Zone C,Burglary,3
2020-03-20,Zone C,Vandalism,2
2020-03-21,Zone C,Assault,6
2020-03-22,Zone C,Vandalism,3
2020-03-23,Zone C,Burglary,8
2020-03-24,Zone C,Burglary,3
2020-03-25,Zone C,Assault,7
2020-03-26,Zone C,Assault,5
2020-03-27,Zone C,Assault,7
2020-03-28,Zone C,Vandalism,4
2020-03-29,Zone C,Assault,1
2020-03-30,Zone C,Burglary,7
2020-03-31,Zone C,Burglary,6
2020-04-01,Zone C,Theft,5
2020-04-02,Zone C,Vandalism,3
2020-04-03,Zone C,Theft,5
2020-04-04,Zone C,Burglary,4
2020-04-05,Zone C,Theft,6
2020-04-06,Zone C,Burglary,4
2020-04-07,Zone C,Theft,3
2020-04-08,Zone C,Assault,6
2020-04-09,Zone C,Theft,5
2020-04-10,Zone C,Assault,5
2020-04-11,Zone C,Assault,8
2020-04-12,Zone C,Vandalism,4
2020-04-13,Zone C,Assault,5
2020-04-14,Zone C,Assault,4
2020-04-15,Zone C,Theft,3
2020-04-16,Zone C,Burglary,4
2020-04-17,Zone C,Vandalism,4
2020-04-18,Zone C,Assault,4
2020-04-19,Zone C,Vandalism,7
2020-04-20,Zone C,Theft,3
2020-04-21,Zone C,Assault,4
2020-04-22,Zone C,Theft,9
2020-04-23,Zone C,Vandalism,4
2020-04-24,Zone C,Theft,2
2020-04-25,Zone C,Vandalism,5
2020-04-26,Zone C,Theft,5
2020-04-27,Zone C,Vandalism,3
2020-04-28,Zone C,Burglary,11
2020-04-29,Zone C,Theft,3
2020-04-30,Zone C,Theft,5
2020-05-01,Zone C,Burglary,7
2020-05-02,Zone C,Burglary,7
2020-05-03,Zone C,Theft,5
2020-05-04,Zone C,Burglary,5
2020-05-05,Zone C,Assault,5
2020-05-06,Zone C,Vandalism,1
2020-05-07,Zone C,Vandalism,2
2020-05-08,Zone C,Vandalism,7
2020-05-09,Zone C,Assault,3
2020-05-10,Zone C,Burglary,2
2020-05-11,Zone C,Burglary,4
2020-05-12,Zone C,Theft,4
2020-05-13,Zone C,Burglary,7
2020-05-14,Zone C,Theft,5
2020-05-15,Zone C,Assault,3
2020-05-16,Zone C,Vandalism,5
2020-05-17,Zone C,Vandalism,5
2020-05-18,Zone C,Vandalism,3
2020-05-19,Zone C,Burglary,6
2020-05-20,Zone C,Theft,3
2020-05-21,Zone C,Theft,5
2020-05-22,Zone C,Assault,11
2020-05-23,Zone C,Burglary,2
2020-05-24,Zone C,Assault,4
2020-05-25,Zone C,Theft,8
2020-05-26,Zone C,Theft,7
2020-05-27,Zone C,Vandalism,3
2020-05-28,Zone C,Burglary,8
2020-05-29,Zone C,Theft,6
2020-05-30,Zone C,Vandalism,4
2020-05-31,Zone C,Burglary,3
2020-06-01,Zone C,Assault,9
2020-06-02,Zone C,Burglary,7
2020-06-03,Zone C,Burglary,4
2020-06-04,Zone C,Theft,5
2020-06-05,Zone C,Theft,5
2020-06-06,Zone C,Burglary,0
2020-06-07,Zone C,Theft,2
2020-06-08,Zone C,Theft,5
2020-06-09,Zone C,Theft,2
2020-06-10,Zone C,Vandalism,7
2020-06-11,Zone C,Vandalism,5
2020-06-12,Zone C,Burglary,7
2020-06-13,Zone C,Theft,7
2020-06-14,Zone C,Vandalism,5
2020-06-15,Zone C,Burglary,5
2020-06-16,Zone C,Theft,4
2020-06-17,Zone C,Assault,5
2020-06-18,Zone C,Theft,6
2020-06-19,Zone C,Theft,7
2020-06-20,Zone C,Vandalism,4
2020-06-21,Zone C,Burglary,6
2020-06-22,Zone C,Burglary,13
2020-06-23,Zone C,Vandalism,4
2020-06-24,Zone C,Theft,3
2020-06-25,Zone C,Assault,7
2020-06-26,Zone C,Theft,3
2020-06-27,Zone C,Theft,6
2020-06-28,Zone C,Assault,5
2020-06-29,Zone C,Vandalism,7
2020-06-30,Zone C,Burglary,4
2020-07-01,Zone C,Vandalism,8
2020-07-02,Zone C,Vandalism,9
2020-07-03,Zone C,Theft,8
2020-07-04,Zone C,Burglary,6
2020-07-05,Zone C,Burglary,5
2020-07-06,Zone C,Vandalism,3
2020-07-07,Zone C,Assault,4
2020-07-08,Zone C,Vandalism,4
2020-07-09,Zone C,Assault,6
2020-07-10,Zone C,Burglary,5
2020-07-11,Zone C,Vandalism,3
